16:09:40.188 [Test worker] INFO  security.socialistmillionaire.alice - [Protocol 1] x and y have the same number of bits, proceeding with the rest of private integer comparison
16:09:41.118 [Test worker] INFO  security.socialistmillionaire.alice_joye - I am using Joye and Salehi Protocol 2
16:09:41.118 [Thread-4] INFO  security.socialistmillionaire.bob_joye - I am using Joye and Salehi Protocol 2
16:09:41.291 [Test worker] INFO  security.socialistmillionaire.alice - [Protocol 1] x and y have the same number of bits, proceeding with the rest of private integer comparison
16:09:41.495 [Test worker] INFO  security.socialistmillionaire.alice_joye - I am using Joye and Salehi Protocol 2
16:09:41.495 [Thread-4] INFO  security.socialistmillionaire.bob_joye - I am using Joye and Salehi Protocol 2
16:09:41.666 [Test worker] INFO  security.socialistmillionaire.alice - [Protocol 1] x and y have the same number of bits, proceeding with the rest of private integer comparison
16:09:42.264 [Test worker] INFO  security.socialistmillionaire.alice_joye - I am using Joye and Salehi Protocol 2
16:09:42.264 [Thread-4] INFO  security.socialistmillionaire.bob_joye - I am using Joye and Salehi Protocol 2
16:09:42.439 [Test worker] INFO  security.socialistmillionaire.alice - [Protocol 1] x and y have the same number of bits, proceeding with the rest of private integer comparison
16:09:42.636 [Test worker] INFO  security.socialistmillionaire.alice_joye - I am using Joye and Salehi Protocol 2
16:09:42.636 [Thread-4] INFO  security.socialistmillionaire.bob_joye - I am using Joye and Salehi Protocol 2
16:09:42.807 [Test worker] INFO  security.socialistmillionaire.alice - [Protocol 1] x and y have the same number of bits, proceeding with the rest of private integer comparison
16:09:43.473 [Test worker] INFO  security.socialistmillionaire.alice_joye - I am using Joye and Salehi Protocol 2
16:09:43.473 [Thread-4] INFO  security.socialistmillionaire.bob_joye - I am using Joye and Salehi Protocol 2
16:09:43.648 [Test worker] INFO  security.socialistmillionaire.alice - [Protocol 1] x and y have the same number of bits, proceeding with the rest of private integer comparison
16:09:43.857 [Thread-4] INFO  security.socialistmillionaire.bob_joye - I am using Joye and Salehi Protocol 2
16:09:43.857 [Test worker] INFO  security.socialistmillionaire.alice_joye - I am using Joye and Salehi Protocol 2
16:09:44.034 [Test worker] INFO  security.socialistmillionaire.alice - [Protocol 1] x and y have the same number of bits, proceeding with the rest of private integer comparison
16:09:44.651 [Test worker] INFO  security.socialistmillionaire.alice_joye - I am using Joye and Salehi Protocol 2
16:09:44.651 [Thread-4] INFO  security.socialistmillionaire.bob_joye - I am using Joye and Salehi Protocol 2
16:09:44.831 [Test worker] INFO  security.socialistmillionaire.alice - [Protocol 1] x and y have the same number of bits, proceeding with the rest of private integer comparison
16:09:45.009 [Thread-4] INFO  security.socialistmillionaire.bob_joye - I am using Joye and Salehi Protocol 2
16:09:45.009 [Test worker] INFO  security.socialistmillionaire.alice_joye - I am using Joye and Salehi Protocol 2
16:09:45.181 [Test worker] INFO  security.socialistmillionaire.alice - [Protocol 1] x and y have the same number of bits, proceeding with the rest of private integer comparison
16:09:45.821 [Test worker] INFO  security.socialistmillionaire.alice_joye - I am using Joye and Salehi Protocol 2
16:09:45.821 [Thread-4] INFO  security.socialistmillionaire.bob_joye - I am using Joye and Salehi Protocol 2
16:09:45.998 [Test worker] INFO  security.socialistmillionaire.alice - [Protocol 1] x and y have the same number of bits, proceeding with the rest of private integer comparison
16:09:46.200 [Test worker] INFO  security.socialistmillionaire.alice_joye - I am using Joye and Salehi Protocol 2
16:09:46.200 [Thread-4] INFO  security.socialistmillionaire.bob_joye - I am using Joye and Salehi Protocol 2
16:09:46.376 [Test worker] INFO  security.socialistmillionaire.alice - [Protocol 1] x and y have the same number of bits, proceeding with the rest of private integer comparison
16:09:47.025 [Test worker] INFO  security.socialistmillionaire.alice_joye - I am using Joye and Salehi Protocol 2
16:09:47.025 [Thread-4] INFO  security.socialistmillionaire.bob_joye - I am using Joye and Salehi Protocol 2
16:09:47.199 [Test worker] INFO  security.socialistmillionaire.alice - [Protocol 1] x and y have the same number of bits, proceeding with the rest of private integer comparison
16:09:47.377 [Test worker] INFO  security.socialistmillionaire.alice_joye - I am using Joye and Salehi Protocol 2
16:09:47.377 [Thread-4] INFO  security.socialistmillionaire.bob_joye - I am using Joye and Salehi Protocol 2
16:09:47.559 [Test worker] INFO  security.socialistmillionaire.alice - [Protocol 1] x and y have the same number of bits, proceeding with the rest of private integer comparison
16:09:48.165 [Thread-4] INFO  security.socialistmillionaire.bob_joye - I am using Joye and Salehi Protocol 2
16:09:48.165 [Test worker] INFO  security.socialistmillionaire.alice_joye - I am using Joye and Salehi Protocol 2
